,id,date,time,day,station,code,min_delay,min_gap,bound,line,vehicle,code_info,latitude,longitude,line_name,month,time_range,month_number,hour,year,Time,Time_group
35,36,2019-01-02,17:00,Wednesday,BESSARION STATION,MUPAA,5,8,E,SHP,6151,Passenger Assistance Alarm Activated - No Trouble Found,43.769166999999996,-79.376389,Sheppard,January,3-6PM,1,17,2019,17,afternoon_rush_hour
141,142,2019-01-09,19:44,Wednesday,BESSARION STATION,EUDO,6,11,W,SHP,6141,Door Problems - Faulty Equipment,43.769166999999996,-79.376389,Sheppard,January,6-9PM,1,19,2019,19,afternoon_rush_hour
157,158,2019-01-10,11:28,Thursday,DON MILLS STATION,TUMVS,3,9,E,SHP,6156,Operator Violated Signal,43.775556,-79.346389,Sheppard,January,9AM-12PM,1,11,2019,11,mid_day
187,188,2019-01-12,1:31,Saturday,DON MILLS STATION,SUROB,9,14,E,SHP,6181,Robbery,43.775556,-79.346389,Sheppard,January,9PM-1:30AM,1,1,2019,25,evening
219,220,2019-01-13,21:30,Sunday,SHEPPARD-YONGE SHP STATION,TUO,3,8,E,SHP,6176,Transportation Department - Other,,,Sheppard,January,9PM-1:30AM,1,21,2019,21,evening
348,349,2019-01-20,18:01,Sunday,DON MILLS STATION,SUO,22,28,E,SHP,6186,Passenger Other,43.775556,-79.346389,Sheppard,January,6-9PM,1,18,2019,18,afternoon_rush_hour
355,356,2019-01-21,7:13,Monday,DON MILLS STATION,PUSNT,3,8,E,SHP,6186,Signal Problem - No Trouble,43.775556,-79.346389,Sheppard,January,5-9AM,1,7,2019,7,morning_rush_hour
372,373,2019-01-21,10:34,Monday,LESLIE STATION,PUSI,3,8,E,SHP,6176,Signals or Related Components Failure ,43.771389,-79.365278,Sheppard,January,9AM-12PM,1,10,2019,10,mid_day
402,403,2019-01-22,14:52,Tuesday,DON MILLS STATION,MUIR,5,10,E,SHP,6171,Injured or ill Customer (On Train) - Medical Aid Refused,43.775556,-79.346389,Sheppard,January,12-3PM,1,14,2019,14,mid_day
449,450,2019-01-23,22:50,Wednesday,DON MILLS STATION,PUMEL,5,10,W,SHP,6171,Escalator/Elevator Incident,43.775556,-79.346389,Sheppard,January,9PM-1:30AM,1,22,2019,22,evening
575,576,2019-01-29,17:44,Tuesday,SHEPPARD-YONGE SHP STATION,EUOE,5,10,W,SHP,6171,Rail Cars & Shops Opr. Error,,,Sheppard,January,3-6PM,1,17,2019,17,afternoon_rush_hour
675,676,2019-02-01,14:09,Friday,DON MILLS STATION,MUSC,4,9,W,SHP,6191,Miscellaneous Speed Control,43.775556,-79.346389,Sheppard,February,12-3PM,2,14,2019,14,mid_day
782,783,2019-02-07,10:23,Thursday,SHEPPARD-YONGE SHP STATION,PUSNT,5,10,E,SHP,6176,Signal Problem - No Trouble,,,Sheppard,February,9AM-12PM,2,10,2019,10,mid_day
787,788,2019-02-08,1:26,Friday,SHEPPARD-YONGE SHP STATION,PUSO,4,9,E,SHP,6186,S/E/C Department Other,,,Sheppard,February,9PM-1:30AM,2,1,2019,25,evening
804,805,2019-02-08,23:30,Friday,LESLIE STATION,MUI,14,19,W,SHP,6191,Injured or ill Customer (On Train) - Transported,43.771389,-79.365278,Sheppard,February,9PM-1:30AM,2,23,2019,23,evening
825,826,2019-02-10,13:18,Sunday,SHEPPARD-YONGE SHP STATION,PUSI,10,15,E,SHP,6166,Signals or Related Components Failure ,,,Sheppard,February,12-3PM,2,13,2019,13,mid_day
856,857,2019-02-12,21:01,Tuesday,SHEPPARD-YONGE SHP STATION,TUNOA,5,10,W,SHP,6161,No Operator Immediately Available ,,,Sheppard,February,9PM-1:30AM,2,21,2019,21,evening
909,910,2019-02-14,15:57,Thursday,DON MILLS STATION,SUDP,5,10,W,SHP,6191,Disorderly Patron,43.775556,-79.346389,Sheppard,February,3-6PM,2,15,2019,15,mid_day
952,953,2019-02-16,1:11,Saturday,LESLIE STATION,TUMVS,10,15,W,SHP,6191,Operator Violated Signal,43.771389,-79.365278,Sheppard,February,9PM-1:30AM,2,1,2019,25,evening
954,955,2019-02-16,14:42,Saturday,LESLIE STATION,MUPAA,4,10,E,SHP,6176,Passenger Assistance Alarm Activated - No Trouble Found,43.771389,-79.365278,Sheppard,February,12-3PM,2,14,2019,14,mid_day
980,981,2019-02-18,6:23,Monday,SHEPPARD-YONGE SHP STATION,MUPLB,5,10,E,SHP,6166,Fire/Smoke Plan B - Source TTC,,,Sheppard,February,5-9AM,2,6,2019,6,
1029,1030,2019-02-21,11:51,Thursday,BESSARION STATION,MUTD,3,8,E,SHP,6196,Training Department Related Delays,43.769166999999996,-79.376389,Sheppard,February,9AM-12PM,2,11,2019,11,mid_day
1044,1045,2019-02-22,5:40,Friday,SHEPPARD-YONGE SHP STATION,TUO,7,12,W,SHP,6191,Transportation Department - Other,,,Sheppard,February,5-9AM,2,5,2019,29,off_operation
1087,1088,2019-02-25,2:07,Monday,BESSARION STATION,EUOPO,5,10,E,SHP,6181,OPTO RC&S Non-Train Door Monitoring,43.769166999999996,-79.376389,Sheppard,February,9PM-1:30AM,2,2,2019,26,off_operation
1184,1185,2019-02-28,14:20,Thursday,LESLIE STATION,TUMVS,5,10,W,SHP,6151,Operator Violated Signal,43.771389,-79.365278,Sheppard,February,12-3PM,2,14,2019,14,mid_day
1255,1256,2019-03-04,9:54,Monday,BESSARION STATION,MUI,14,19,W,SHP,6151,Injured or ill Customer (On Train) - Transported,43.769166999999996,-79.376389,Sheppard,March,9AM-12PM,3,9,2019,9,morning_rush_hour
1303,1304,2019-03-06,21:53,Wednesday,BESSARION STATION,MUI,16,21,W,SHP,6151,Injured or ill Customer (On Train) - Transported,43.769166999999996,-79.376389,Sheppard,March,9PM-1:30AM,3,21,2019,21,evening
1325,1326,2019-03-08,6:28,Friday,SHEPPARD-YONGE SHP STATION,MUIR,3,8,E,SHP,6176,Injured or ill Customer (On Train) - Medical Aid Refused,,,Sheppard,March,5-9AM,3,6,2019,6,
1329,1330,2019-03-08,13:19,Friday,BAYVIEW STATION,PUSO,3,8,W,SHP,6171,S/E/C Department Other,43.766944,-79.386667,Sheppard,March,12-3PM,3,13,2019,13,mid_day
1415,1416,2019-03-13,10:08,Wednesday,BAYVIEW STATION,TUO,5,10,E,SHP,6176,Transportation Department - Other,43.766944,-79.386667,Sheppard,March,9AM-12PM,3,10,2019,10,mid_day
1416,1417,2019-03-13,10:20,Wednesday,DON MILLS STATION,TUO,5,10,W,SHP,6166,Transportation Department - Other,43.775556,-79.346389,Sheppard,March,9AM-12PM,3,10,2019,10,mid_day
1420,1421,2019-03-13,15:01,Wednesday,SHEPPARD-YONGE SHP STATION,TUSUP,2,7,,SHP,6166,Supervisory Error,,,Sheppard,March,3-6PM,3,15,2019,15,mid_day
1497,1498,2019-03-17,14:25,Sunday,BAYVIEW STATION,PUOPO,5,10,E,SHP,6151,OPTO (COMMS) Train Door Monitoring,43.766944,-79.386667,Sheppard,March,12-3PM,3,14,2019,14,mid_day
1535,1536,2019-03-19,18:10,Tuesday,BESSARION STATION,PUDCS,3,8,E,SHP,6191,Data Communications System Failure,43.769166999999996,-79.376389,Sheppard,March,6-9PM,3,18,2019,18,afternoon_rush_hour
1549,1550,2019-03-20,19:15,Wednesday,SHEPPARD-YONGE SHP STATION,MUSAN,5,11,E,SHP,6191,Unsanitary Vehicle,,,Sheppard,March,6-9PM,3,19,2019,19,afternoon_rush_hour
1670,1671,2019-03-28,16:44,Thursday,LESLIE STATION,SUDP,6,11,W,SHP,6161,Disorderly Patron,43.771389,-79.365278,Sheppard,March,3-6PM,3,16,2019,16,mid_day
1710,1711,2019-03-31,14:32,Sunday,LESLIE STATION,PUOPO,5,10,W,SHP,6176,OPTO (COMMS) Train Door Monitoring,43.771389,-79.365278,Sheppard,March,12-3PM,3,14,2019,14,mid_day
1825,1826,2019-04-06,17:29,Saturday,BAYVIEW STATION,MUPAA,11,17,E,SHP,6196,Passenger Assistance Alarm Activated - No Trouble Found,43.766944,-79.386667,Sheppard,April,3-6PM,4,17,2019,17,afternoon_rush_hour
1829,1830,2019-04-06,21:52,Saturday,BAYVIEW STATION,MUSC,3,8,E,SHP,6141,Miscellaneous Speed Control,43.766944,-79.386667,Sheppard,April,9PM-1:30AM,4,21,2019,21,evening
1832,1833,2019-04-06,22:00,Saturday,LESLIE STATION,TUSUP,3,8,E,SHP,6141,Supervisory Error,43.771389,-79.365278,Sheppard,April,9PM-1:30AM,4,22,2019,22,evening
1869,1870,2019-04-09,11:41,Tuesday,SHEPPARD-YONGE SHP STATION,TUCC,5,10,W,SHP,6146,Transit Control Related Problems,,,Sheppard,April,9AM-12PM,4,11,2019,11,mid_day
1886,1887,2019-04-10,0:50,Wednesday,SHEPPARD-YONGE SHP STATION,MUPAA,3,8,E,SHP,6181,Passenger Assistance Alarm Activated - No Trouble Found,,,Sheppard,April,9PM-1:30AM,4,0,2019,24,evening
1892,1893,2019-04-10,11:30,Wednesday,SHEPPARD-YONGE SHP STATION,PUSNT,3,8,W,SHP,6156,Signal Problem - No Trouble,,,Sheppard,April,9AM-12PM,4,11,2019,11,mid_day
1922,1923,2019-04-12,9:52,Friday,BAYVIEW STATION,MUSC,5,19,E,SHP,6141,Miscellaneous Speed Control,43.766944,-79.386667,Sheppard,April,9AM-12PM,4,9,2019,9,morning_rush_hour
1953,1954,2019-04-14,11:29,Sunday,SHEPPARD-YONGE SHP STATION,SUSA,5,10,E,SHP,6151,Sexual Assault,,,Sheppard,April,9AM-12PM,4,11,2019,11,mid_day
2052,2053,2019-04-18,23:14,Thursday,SHEPPARD-YONGE SHP STATION,MUWR,5,10,E,SHP,6151,Work Refusal,,,Sheppard,April,9PM-1:30AM,4,23,2019,23,evening
2105,2106,2019-04-21,7:57,Sunday,SHEPPARD-YONGE SHP STATION,TUO,8,13,E,SHP,6151,Transportation Department - Other,,,Sheppard,April,5-9AM,4,7,2019,7,morning_rush_hour
2113,2114,2019-04-21,19:31,Sunday,BESSARION STATION,EUDO,5,10,W,SHP,6196,Door Problems - Faulty Equipment,43.769166999999996,-79.376389,Sheppard,April,6-9PM,4,19,2019,19,afternoon_rush_hour
2117,2118,2019-04-22,5:34,Monday,LESLIE STATION,PUSNT,3,0,W,SHP,6196,Signal Problem - No Trouble,43.771389,-79.365278,Sheppard,April,5-9AM,4,5,2019,29,off_operation
2160,2161,2019-04-24,8:20,Wednesday,LESLIE STATION,TUMVS,5,10,E,SHP,6191,Operator Violated Signal,43.771389,-79.365278,Sheppard,April,5-9AM,4,8,2019,8,morning_rush_hour
2188,2189,2019-04-25,11:51,Thursday,SHEPPARD-YONGE SHP STATION,TUCC,5,10,E,SHP,6146,Transit Control Related Problems,,,Sheppard,April,9AM-12PM,4,11,2019,11,mid_day
2390,2391,2019-05-06,23:51,Monday,LESLIE STATION,PUOPO,3,8,E,SHP,6141,OPTO (COMMS) Train Door Monitoring,43.771389,-79.365278,Sheppard,May,9PM-1:30AM,5,23,2019,23,evening
2414,2415,2019-05-08,16:01,Wednesday,BAYVIEW STATION,TUMVS,6,11,E,SHP,6151,Operator Violated Signal,43.766944,-79.386667,Sheppard,May,3-6PM,5,16,2019,16,mid_day
2415,2416,2019-05-08,16:07,Wednesday,BAYVIEW STATION,MUPAA,3,8,E,SHP,6151,Passenger Assistance Alarm Activated - No Trouble Found,43.766944,-79.386667,Sheppard,May,3-6PM,5,16,2019,16,mid_day
2545,2546,2019-05-14,18:10,Tuesday,DON MILLS STATION,SUDP,5,10,E,SHP,6166,Disorderly Patron,43.775556,-79.346389,Sheppard,May,6-9PM,5,18,2019,18,afternoon_rush_hour
2559,2560,2019-05-15,13:01,Wednesday,SHEPPARD-YONGE SHP STATION,PUCSS,10,15,E,SHP,6161,Central Office Signalling System,,,Sheppard,May,12-3PM,5,13,2019,13,mid_day
2596,2597,2019-05-17,2:09,Friday,BAYVIEW STATION,MUPAA,5,10,E,SHP,6161,Passenger Assistance Alarm Activated - No Trouble Found,43.766944,-79.386667,Sheppard,May,9PM-1:30AM,5,2,2019,26,off_operation
2740,2741,2019-05-24,5:34,Friday,LESLIE STATION,TUMVS,4,0,W,SHP,6171,Operator Violated Signal,43.771389,-79.365278,Sheppard,May,5-9AM,5,5,2019,29,off_operation
2768,2769,2019-05-25,11:43,Saturday,BESSARION STATION,MUSC,4,9,E,SHP,6151,Miscellaneous Speed Control,43.769166999999996,-79.376389,Sheppard,May,9AM-12PM,5,11,2019,11,mid_day
2796,2797,2019-05-26,14:16,Sunday,SHEPPARD-YONGE SHP STATION,MUI,5,10,W,SHP,6156,Injured or ill Customer (On Train) - Transported,,,Sheppard,May,12-3PM,5,14,2019,14,mid_day
2812,2813,2019-05-27,7:27,Monday,BESSARION STATION,PUOPO,4,9,E,SHP,6146,OPTO (COMMS) Train Door Monitoring,43.769166999999996,-79.376389,Sheppard,May,5-9AM,5,7,2019,7,morning_rush_hour
2815,2816,2019-05-27,9:32,Monday,SHEPPARD-YONGE SHP STATION,TUNIP,9,14,E,SHP,6196,Operator Not In Position,,,Sheppard,May,9AM-12PM,5,9,2019,9,morning_rush_hour
2816,2817,2019-05-27,10:07,Monday,DON MILLS STATION,TUCC,5,10,E,SHP,6156,Transit Control Related Problems,43.775556,-79.346389,Sheppard,May,9AM-12PM,5,10,2019,10,mid_day
2854,2855,2019-05-29,5:45,Wednesday,SHEPPARD-YONGE SHP STATION,TUNIP,4,9,E,SHP,6196,Operator Not In Position,,,Sheppard,May,5-9AM,5,5,2019,29,off_operation
2886,2887,2019-05-30,12:06,Thursday,BESSARION STATION,TUMVS,7,12,E,SHP,6176,Operator Violated Signal,43.769166999999996,-79.376389,Sheppard,May,12-3PM,5,12,2019,12,mid_day
2930,2931,2019-06-01,20:40,Saturday,SHEPPARD-YONGE SHP STATION,SUDP,3,8,E,SHP,6151,Disorderly Patron,,,Sheppard,June,6-9PM,6,20,2019,20,afternoon_rush_hour
3004,3005,2019-06-06,9:28,Thursday,BAYVIEW STATION,PUEO,4,9,W,SHP,6156,,43.766944,-79.386667,Sheppard,June,9AM-12PM,6,9,2019,9,morning_rush_hour
3020,3021,2019-06-07,2:10,Friday,DON MILLS STATION,TUMVS,4,9,E,SHP,6181,Operator Violated Signal,43.775556,-79.346389,Sheppard,June,9PM-1:30AM,6,2,2019,26,off_operation
3036,3037,2019-06-07,22:39,Friday,DON MILLS STATION,MUIR,4,9,W,SHP,6186,Injured or ill Customer (On Train) - Medical Aid Refused,43.775556,-79.346389,Sheppard,June,9PM-1:30AM,6,22,2019,22,evening
3058,3059,2019-06-09,21:44,Sunday,LESLIE STATION,PUOPO,5,10,E,SHP,6166,OPTO (COMMS) Train Door Monitoring,43.771389,-79.365278,Sheppard,June,9PM-1:30AM,6,21,2019,21,evening
3143,3144,2019-06-14,13:16,Friday,SHEPPARD-YONGE SHP STATION,MUI,5,11,,SHP,6161,Injured or ill Customer (On Train) - Transported,,,Sheppard,June,12-3PM,6,13,2019,13,mid_day
3185,3186,2019-06-17,1:25,Monday,DON MILLS STATION,MUTO,5,10,W,SHP,6191,Misc. Transportation Other - Employee Non-Chargeable,43.775556,-79.346389,Sheppard,June,9PM-1:30AM,6,1,2019,25,evening
3250,3251,2019-06-20,0:16,Thursday,SHEPPARD-YONGE SHP STATION,SUDP,6,11,E,SHP,6196,Disorderly Patron,,,Sheppard,June,9PM-1:30AM,6,0,2019,24,evening
3255,3256,2019-06-20,11:24,Thursday,SHEPPARD-YONGE SHP STATION,MUIR,5,10,W,SHP,6141,Injured or ill Customer (On Train) - Medical Aid Refused,,,Sheppard,June,9AM-12PM,6,11,2019,11,mid_day
3278,3279,2019-06-21,16:40,Friday,LESLIE STATION,MUPAA,3,8,,SHP,6176,Passenger Assistance Alarm Activated - No Trouble Found,43.771389,-79.365278,Sheppard,June,3-6PM,6,16,2019,16,mid_day
3282,3283,2019-06-21,21:33,Friday,BESSARION STATION,TUMVS,8,13,E,SHP,6156,Operator Violated Signal,43.769166999999996,-79.376389,Sheppard,June,9PM-1:30AM,6,21,2019,21,evening
3283,3284,2019-06-21,22:17,Friday,DON MILLS STATION,TUMVS,5,10,E,SHP,6146,Operator Violated Signal,43.775556,-79.346389,Sheppard,June,9PM-1:30AM,6,22,2019,22,evening
3313,3314,2019-06-23,14:16,Sunday,BAYVIEW STATION,TUMVS,4,9,E,SHP,6156,Operator Violated Signal,43.766944,-79.386667,Sheppard,June,12-3PM,6,14,2019,14,mid_day
3372,3373,2019-06-25,20:22,Tuesday,BAYVIEW STATION,SUEAS,12,18,E,SHP,6186,Emergency Alarm Station Activation,43.766944,-79.386667,Sheppard,June,6-9PM,6,20,2019,20,afternoon_rush_hour
3374,3375,2019-06-25,21:13,Tuesday,BESSARION STATION,SUDP,6,11,W,SHP,6151,Disorderly Patron,43.769166999999996,-79.376389,Sheppard,June,9PM-1:30AM,6,21,2019,21,evening
3420,3421,2019-06-28,6:04,Friday,BESSARION STATION,PUEO,3,8,E,SHP,6186,,43.769166999999996,-79.376389,Sheppard,June,5-9AM,6,6,2019,6,
3441,3442,2019-06-29,5:46,Saturday,LESLIE STATION,TUO,5,0,E,SHP,6186,Transportation Department - Other,43.771389,-79.365278,Sheppard,June,5-9AM,6,5,2019,29,off_operation
3457,3458,2019-06-29,22:37,Saturday,DON MILLS STATION,MUIR,4,9,W,SHP,6151,Injured or ill Customer (On Train) - Medical Aid Refused,43.775556,-79.346389,Sheppard,June,9PM-1:30AM,6,22,2019,22,evening
3462,3463,2019-06-30,1:23,Sunday,BESSARION STATION,PUOPO,5,10,E,SHP,6161,OPTO (COMMS) Train Door Monitoring,43.769166999999996,-79.376389,Sheppard,June,9PM-1:30AM,6,1,2019,25,evening
3597,3598,2019-07-07,20:29,Sunday,LESLIE STATION,MUPLC,16,22,W,SHP,6196,Fire/Smoke Plan C,43.771389,-79.365278,Sheppard,July,6-9PM,7,20,2019,20,afternoon_rush_hour
3599,3600,2019-07-07,21:45,Sunday,BESSARION STATION,TUMVS,5,10,E,SHP,6186,Operator Violated Signal,43.769166999999996,-79.376389,Sheppard,July,9PM-1:30AM,7,21,2019,21,evening
3641,3642,2019-07-09,14:47,Tuesday,LESLIE STATION,PUOPO,8,13,E,SHP,6156,OPTO (COMMS) Train Door Monitoring,43.771389,-79.365278,Sheppard,July,12-3PM,7,14,2019,14,mid_day
3696,3697,2019-07-11,19:32,Thursday,DON MILLS STATION,PUSWZ,5,10,W,SHP,6151,Work Zone Problems - Signals,43.775556,-79.346389,Sheppard,July,6-9PM,7,19,2019,19,afternoon_rush_hour
3760,3761,2019-07-15,20:40,Monday,LESLIE STATION,MUO,7,13,W,SHP,6181,Miscellaneous Other,43.771389,-79.365278,Sheppard,July,6-9PM,7,20,2019,20,afternoon_rush_hour
3776,3777,2019-07-17,0:06,Wednesday,DON MILLS STATION,PUCSC,3,11,E,SHP,6191,Signal Control Problem - Signals,43.775556,-79.346389,Sheppard,July,9PM-1:30AM,7,0,2019,24,evening
3803,3804,2019-07-18,14:34,Thursday,DON MILLS STATION,MUPAA,4,9,E,SHP,6161,Passenger Assistance Alarm Activated - No Trouble Found,43.775556,-79.346389,Sheppard,July,12-3PM,7,14,2019,14,mid_day
3847,3848,2019-07-20,1:29,Saturday,SHEPPARD-YONGE SHP STATION,TUNOA,5,10,E,SHP,6191,No Operator Immediately Available ,,,Sheppard,July,9PM-1:30AM,7,1,2019,25,evening
3856,3857,2019-07-20,16:19,Saturday,SHEPPARD-YONGE SHP STATION,MUSC,4,9,E,SHP,6181,Miscellaneous Speed Control,,,Sheppard,July,3-6PM,7,16,2019,16,mid_day
3860,3861,2019-07-20,20:02,Saturday,SHEPPARD-YONGE SHP STATION,MUSC,3,8,W,SHP,6196,Miscellaneous Speed Control,,,Sheppard,July,6-9PM,7,20,2019,20,afternoon_rush_hour
3951,3952,2019-07-25,22:16,Thursday,DON MILLS STATION,SUO,18,24,W,SHP,6146,Passenger Other,43.775556,-79.346389,Sheppard,July,9PM-1:30AM,7,22,2019,22,evening
3952,3953,2019-07-25,22:34,Thursday,DON MILLS STATION,TUCC,10,16,W,SHP,6146,Transit Control Related Problems,43.775556,-79.346389,Sheppard,July,9PM-1:30AM,7,22,2019,22,evening
3978,3979,2019-07-27,14:40,Saturday,BESSARION STATION,EUNT,5,10,E,SHP,6161,Equipment - No Trouble Found,43.769166999999996,-79.376389,Sheppard,July,12-3PM,7,14,2019,14,mid_day
3997,3998,2019-07-29,11:42,Monday,BESSARION STATION,EUNT,9,14,E,SHP,6196,Equipment - No Trouble Found,43.769166999999996,-79.376389,Sheppard,July,9AM-12PM,7,11,2019,11,mid_day
3998,3999,2019-07-29,11:53,Monday,BESSARION STATION,TUCC,9,14,W,SHP,6166,Transit Control Related Problems,43.769166999999996,-79.376389,Sheppard,July,9AM-12PM,7,11,2019,11,mid_day
4008,4009,2019-07-30,3:09,Tuesday,SHEPPARD-YONGE SHP STATION,TUO,5,10,W,SHP,6181,Transportation Department - Other,,,Sheppard,July,9PM-1:30AM,7,3,2019,27,off_operation
4055,4056,2019-07-31,20:58,Wednesday,SHEPPARD-YONGE SHP STATION,SUO,22,27,W,SHP,6186,Passenger Other,,,Sheppard,July,6-9PM,7,20,2019,20,afternoon_rush_hour
4063,4064,2019-08-01,7:22,Thursday,SHEPPARD-YONGE SHP STATION,SUEAS,8,12,E,SHP,6146,Emergency Alarm Station Activation,,,Sheppard,August,5-9AM,8,7,2019,7,morning_rush_hour
4144,4145,2019-08-06,10:48,Tuesday,BESSARION STATION,TUMVS,5,10,E,SHP,6161,Operator Violated Signal,43.769166999999996,-79.376389,Sheppard,August,9AM-12PM,8,10,2019,10,mid_day
4213,4214,2019-08-10,13:28,Saturday,LESLIE STATION,PUOPO,8,13,E,SHP,6186,OPTO (COMMS) Train Door Monitoring,43.771389,-79.365278,Sheppard,August,12-3PM,8,13,2019,13,mid_day
4285,4286,2019-08-14,7:31,Wednesday,DON MILLS STATION,PUCSS,4,9,W,SHP,6151,Central Office Signalling System,43.775556,-79.346389,Sheppard,August,5-9AM,8,7,2019,7,morning_rush_hour
4303,4304,2019-08-15,0:54,Thursday,BAYVIEW STATION,SUAP,6,11,E,SHP,6141,Assault / Patron Involved,43.766944,-79.386667,Sheppard,August,9PM-1:30AM,8,0,2019,24,evening
4304,4305,2019-08-15,1:02,Thursday,BESSARION STATION,MUO,3,8,W,SHP,6141,Miscellaneous Other,43.769166999999996,-79.376389,Sheppard,August,9PM-1:30AM,8,1,2019,25,evening
4315,4316,2019-08-15,21:22,Thursday,SHEPPARD-YONGE SHP STATION,SUDP,3,8,E,SHP,6171,Disorderly Patron,,,Sheppard,August,9PM-1:30AM,8,21,2019,21,evening
4347,4348,2019-08-17,9:04,Saturday,BESSARION STATION,PUSTS,3,8,E,SHP,6141,Signals - Train Stops,43.769166999999996,-79.376389,Sheppard,August,9AM-12PM,8,9,2019,9,morning_rush_hour
4362,4363,2019-08-18,13:38,Sunday,DON MILLS STATION,SUO,8,14,W,SHP,6161,Passenger Other,43.775556,-79.346389,Sheppard,August,12-3PM,8,13,2019,13,mid_day
4363,4364,2019-08-18,13:39,Sunday,DON MILLS STATION,SUO,8,15,W,SHP,6161,Passenger Other,43.775556,-79.346389,Sheppard,August,12-3PM,8,13,2019,13,mid_day
4367,4368,2019-08-18,17:57,Sunday,BESSARION STATION,PUOPO,4,9,E,SHP,6191,OPTO (COMMS) Train Door Monitoring,43.769166999999996,-79.376389,Sheppard,August,3-6PM,8,17,2019,17,afternoon_rush_hour
4402,4403,2019-08-20,13:02,Tuesday,SHEPPARD-YONGE SHP STATION,TUO,3,8,E,SHP,6191,Transportation Department - Other,,,Sheppard,August,12-3PM,8,13,2019,13,mid_day
4411,4412,2019-08-20,21:57,Tuesday,LESLIE STATION,TUOS,5,10,W,SHP,6171,Operator Overshot Platform,43.771389,-79.365278,Sheppard,August,9PM-1:30AM,8,21,2019,21,evening
4421,4422,2019-08-21,8:01,Wednesday,SHEPPARD-YONGE SHP STATION,TUSC,3,8,E,SHP,6171,Operator Overspeeding,,,Sheppard,August,5-9AM,8,8,2019,8,morning_rush_hour
4427,4428,2019-08-21,12:15,Wednesday,DON MILLS STATION,PUSNT,3,8,W,SHP,6171,Signal Problem - No Trouble,43.775556,-79.346389,Sheppard,August,12-3PM,8,12,2019,12,mid_day
4473,4474,2019-08-23,21:57,Friday,DON MILLS STATION,SUCOL,11,16,W,SHP,6146,Collector Booth Alarm Activated,43.775556,-79.346389,Sheppard,August,9PM-1:30AM,8,21,2019,21,evening
4516,4517,2019-08-27,11:01,Tuesday,BAYVIEW STATION,PUSNT,7,9,W,SHP,6181,Signal Problem - No Trouble,43.766944,-79.386667,Sheppard,August,9AM-12PM,8,11,2019,11,mid_day
4547,4548,2019-08-29,7:19,Thursday,LESLIE STATION,PUEO,3,8,W,SHP,6166,,43.771389,-79.365278,Sheppard,August,5-9AM,8,7,2019,7,morning_rush_hour
4566,4567,2019-08-30,17:04,Friday,LESLIE STATION,MUIR,5,11,E,SHP,6176,Injured or ill Customer (On Train) - Medical Aid Refused,43.771389,-79.365278,Sheppard,August,3-6PM,8,17,2019,17,afternoon_rush_hour
4583,4584,2019-09-01,13:26,Sunday,BAYVIEW STATION,EUOPO,5,10,E,SHP,6156,OPTO RC&S Non-Train Door Monitoring,43.766944,-79.386667,Sheppard,September,12-3PM,9,13,2019,13,mid_day
4781,4782,2019-09-15,14:35,Sunday,BESSARION STATION,MUPAA,3,9,W,SHP,6181,Passenger Assistance Alarm Activated - No Trouble Found,43.769166999999996,-79.376389,Sheppard,September,12-3PM,9,14,2019,14,mid_day
